day,pressure ,maxtemp,temparature,mintemp,dewpoint,humidity ,cloud ,rainfall,sunshine,         winddirection,windspeed,Weather_Condition
28,1007.5,32.3,29.1,26.3,26.3,85,100,no,9.7,70,14.5,Stormy
29,1010,33.3,29,27.5,26.7,87,95,no,4.4,20,8.1,Stormy
30,1010.3,33.1,30,27.8,26,80,96,yes,7.5,20,,Rainy
1,1008.9,33,30.1,27.7,26,79,25,yes,6.4,60,11.9,Rainy
2,1009.1,32,29.4,26.9,26,82,85,yes,7.8,70,14.8,Stormy
3,1008.7,31.5,29.4,27.3,25.8,82,95,no,8.3,60,10.2,Stormy
4,1006.6,33,30.1,28,25.9,78,,yes,8.2,100,17.3,Rainy
5,1007.5,32.6,29,25.8,,87,91,yes,3,70,20.5,Stormy
6,1008.4,,,24.7,26,93,80,no,0.8,70,14,Stormy
27,1007.4,24.5,24.7,25.2,23.7,72,49,yes,9.3,80,26.3,Rainy
28,1008.5,,,25.5,25.2,81,83,,0.6,50,,Stormy
29,1008.5,25.8,25.5,24.8,25.4,95,91,yes,0,40,14.2,Stormy
30,1008.2,26.6,26.2,24,25.4,90,88,yes,1,50,16.9,Stormy
31,1008,28.2,26.5,22.6,25,95,81,yes,0,40,,Stormy
1,1007.7,26.3,26.7,23.6,23.1,84,51,yes,7.7,20,14.5,Stormy
2,1006.3,28.4,24.9,21,20.9,79,56,no,3.4,30,21.5,Rainy
3,1002.2,28.7,23.8,22.3,19.9,78,28,no,7.7,60,14.3,Rainy
4,1000.1,30.3,23.9,23.5,16.6,78,,no,3.3,70,39.3,Rainy
5,1000,25.9,23.3,23.6,,85,91,yes,0,70,37.7,Stormy
6,1002.4,25.4,24.3,24.4,19.1,90,90,yes,2.1,40,23.3,Stormy
7,1005.5,24.2,24.2,24.1,20.1,79,86,no,0.6,20,23.9,Rainy
8,1008.1,25.3,24.8,24.5,20.7,77,34,no,,30,24.4,Rainy
9,1008.1,26.9,25.5,24.4,20.4,79,81,yes,,60,33.2,Rainy
10,1006.5,24.8,26.1,23.9,19.5,97,97,,0,50,37.5,Stormy
11,1006.2,25.9,25.9,24,19.3,95,93,yes,0,60,40,Stormy
12,,27.2,24.8,23.7,16.7,90,79,yes,1.6,20,23.4,Stormy
13,1007.4,29.1,24.8,23.3,,76,49,no,3.9,50,28.4,Rainy
14,1007.8,28.5,,18.2,,78,84,no,1,60,38,Rainy
15,1010.9,25.9,25.4,,20.9,90,92,yes,0,70,50.6,Stormy
16,1013,26,24.5,15.3,21.6,95,100,yes,0,,26.2,Stormy
17,1013.1,27.6,22.6,19.2,22.1,92,100,yes,0,50,35.3,Stormy
18,1011.1,28.4,18.2,20.3,21.7,70,95,yes,0,20,55.5,Rainy
19,1008.1,26.6,18.4,20.4,22.3,61,96,yes,0,20,59.5,Rainy
20,1007.2,25.3,20.8,22,22.1,46,25,no,10.1,20,28.7,Rainy
21,1009.4,21.2,22.1,22.2,23.3,59,85,yes,0.4,20,21.3,Rainy
,1012,20.4,22.4,19.6,22.9,92,95,yes,0.2,20,29.6,Stormy
23,1012.7,22.9,22.9,18.4,23.1,98,,yes,0,60,28.8,Stormy
24,1011.1,24.1,23.3,15.7,21.6,96,91,yes,,50,25,Stormy
25,1011.5,25.2,20.8,15.4,17.8,88,80,no,3.3,50,21.2,Stormy
26,1013,25.1,19.5,15.4,16,86,93,yes,0.1,70,43.1,Stormy
27,1012.2,25,18.4,,18.8,93,96,yes,0,20,31.9,Stormy
28,1011.3,22.3,16.6,16.9,20.4,79,94,yes,0,,27.3,Rainy
29,1011.9,21,17.3,,22,77,88,yes,0.3,40,21.3,Rainy
1,1014.6,20.3,18,,22.4,76,45,no,9.2,40,9.1,Rainy
2,1015,18.1,17.7,19.4,23.4,66,18,no,10.1,20,24.4,Rainy
,1012.2,19.3,19.3,19.7,23.6,39,13,no,10.2,20,44.7,Rainy
4,1009.3,19,19.9,19.1,23.3,36,2,no,10.2,20,20.5,Rainy
,1008.6,18.9,20,16,21.4,52,0,no,10.2,40,16.7,Rainy
6,1009.9,,20.4,13.4,20.6,54,29,no,10.2,40,17.2,Rainy
7,1009.1,23,20.4,11.5,21.1,64,77,,0.1,40,22,Rainy
8,1006.7,20.7,18.4,11.3,,86,,yes,2.4,40,15.8,Stormy
9,1004.9,21,15.2,13.8,21.2,95,86,yes,0.6,30,13.9,Stormy
10,1006.7,21.3,13.2,17,22.3,89,,,3.5,200,10.2,Stormy
11,1008.2,20.4,13.9,17.1,23.5,81,82,yes,,20,15.3,Stormy
12,1006.7,17.2,16.2,18.7,23.8,64,88,yes,0,20,33.5,Rainy
13,1005.6,,17.6,19.8,23.2,63,89,no,0.7,20,23.5,Rainy
14,1011,16.5,19.4,21.1,22.9,77,91,yes,0,,19.2,Rainy
15,1013,18.2,19.9,,21.6,89,95,yes,0,40,18.6,Stormy
16,1012.4,18.6,21.1,16.9,21.1,,94,yes,0,40,22.2,Rainy
17,1011.7,21.1,22.3,16.9,21.3,,55,yes,5.9,20,23.9,Rainy
18,1013.2,20.6,18.2,16.3,,77,82,yes,,70,44.7,Rainy
19,1015.2,22.3,17.9,16.4,19.8,,88,yes,0.3,50,24.4,Rainy
20,,24.7,17.7,15.2,16.8,92,,yes,0,20,19.3,Stormy
21,1012.7,21.4,17.3,15.5,7.8,78,,yes,0,20,28,Rainy
20,1019.6,16.8,15.5,14.8,13.9,76,87,no,0.1,20,20.4,Rainy
21,,17.1,16.1,15.1,15.3,79,88,yes,0.2,30,15.2,Rainy
22,1018.9,16.2,,10.3,12.9,79,79,yes,5,20,9.1,Rainy
23,1027.1,10.4,8.5,7,3.4,72,49,no,9.5,20,9.2,Rainy
24,1034.6,7.1,4.9,3.1,2.2,61,19,no,10.7,40,16.9,Rainy
25,1032.6,10.8,7.4,4.3,3.7,73,43,no,9.9,70,34.2,Rainy
26,1027.1,13.5,10.4,8.1,2.5,72,32,no,10.6,60,27.1,Rainy
27,1022.7,15.3,13,9.8,11.6,75,46,no,10,40,14.7,Rainy
28,1018.2,17.4,16.1,14.8,,82,71,no,3,40,15.4,Stormy
29,1017.9,17.4,16.6,15.9,15.9,79,83,yes,0.5,30,13.3,Rainy
30,1020,19.9,17.6,16.2,15.5,79,72,no,7.6,220,6.6,Rainy
31,1019.9,16.2,15.7,15.3,13.4,91,76,yes,0,40,13.8,Stormy
1,1022.2,15.6,12.4,10.7,11.2,93,88,no,0.3,40,15.3,Stormy
2,1024.4,11.2,10.4,9.4,6.8,95,88,yes,0.6,50,15.1,Stormy
3,1023.6,14.3,12.5,10.3,8.6,93,93,yes,0,20,39.7,Stormy
4,1021.8,,15.2,,10.9,77,93,yes,0,20,25,Rainy
5,1021.2,18.6,14.8,12.3,,87,100,yes,0,,36,Stormy
6,1024.9,17.4,13.6,11.2,0.3,96,99,yes,0,50,22.8,Stormy
7,1026.1,18.1,13.7,9.9,1.7,83,89,yes,1.1,20,26.7,Stormy
8,1023.9,19.6,14.8,11.6,4.3,79,94,yes,0,70,38,Rainy
9,1020.8,21.2,16.7,12.7,7.2,90,100,yes,0,60,33.2,Stormy
10,1017.5,17.3,16.6,15.3,,97,97,yes,0,50,26.5,Stormy
11,1014.9,22.4,18.8,17.2,16.4,97,92,yes,0.1,30,13.1,Stormy
12,1013.4,21.6,19.2,17.6,18.5,94,85,yes,1.5,40,12.5,Stormy
13,1012.5,25.9,23.1,21.3,21.1,91,96,yes,0,50,28,Stormy
14,1014.8,24.6,21.7,17.4,18.1,95,95,yes,0.1,,,Stormy
15,1024.3,17.5,13.2,11.4,6.6,96,100,yes,0,50,33.5,Stormy
16,1025.4,15.1,12.8,10.9,6,97,95,yes,0.6,40,22,Stormy
17,1024.1,14.4,12.9,11.6,8.9,98,99,yes,0,70,42,Stormy
18,1021.9,,13.7,11.7,11.8,75,88,yes,0.2,20,19.4,Rainy
19,1020.3,16.3,15.3,14.6,13.3,68,22,no,11.1,70,13.4,Rainy
20,1023.2,20.1,16,12.5,9.6,58,19,no,11.1,30,14.6,Rainy
21,1022.2,15.9,,14.7,11,65,58,no,5.6,60,26.9,Rainy
,,17.6,16.1,14.6,14.7,,74,yes,2.4,50,20.5,Rainy
23,1022.3,,15.5,13.7,14.3,79,89,yes,2.4,40,14.8,Rainy
24,1027.5,15.5,13.7,12.3,10,86,83,no,6.1,50,4.5,Stormy
25,1028.9,16.8,14.8,13.5,10.5,86,83,no,3.6,50,8.3,Stormy
26,1027.4,17.6,15.2,14,11.6,90,81,yes,1.5,40,14.5,Stormy
27,1024.7,17.5,15.5,13.8,11.7,87,88,no,2.3,50,9.2,Stormy
28,1023.8,20.9,,13.3,11.5,88,84,yes,2.2,120,8,Stormy
29,1024.4,24.8,18.5,14.4,10.1,91,78,yes,1,40,14.8,Stormy
1,1024.7,19.7,16.5,14.6,11.5,91,83,no,6.9,70,20,Stormy
2,,20.6,16.6,14.4,11.4,91,84,no,1.8,40,10,Stormy
,1020.9,23.8,18.7,,14,87,84,yes,2.5,40,,Stormy
4,1018.1,23.2,20.2,18.1,16.9,86,88,yes,1.2,200,17.3,Stormy
,1016.7,23.1,20.8,19.2,16.9,92,93,yes,0,190,20.5,Stormy
6,,25.9,21.8,19.2,18,91,89,yes,0,70,31.8,Stormy
7,1014.9,21.3,19.7,18.9,18.2,94,88,yes,0,70,29.8,Stormy
8,1012.5,21.5,20.1,18.9,18.9,98,93,yes,0,40,14.5,Stormy
9,1012.5,22.9,20.8,17.1,19.9,98,88,yes,0,30,11.2,Stormy
10,1019.5,17.2,13.4,10,12.2,97,88,yes,0,30,20,Stormy
11,1022.6,14.3,11.9,10,8,,81,yes,3.5,210,15.3,Rainy
12,1017.7,14.5,13.6,12.7,11.4,90,86,yes,1.1,190,16,Stormy
13,1014.5,17,15.8,14.4,15.1,87,81,yes,1.2,80,19.6,Stormy
14,1018,16.5,15.3,14.2,12.4,86,88,yes,0,70,35.3,Stormy
15,1017.1,15.5,14.8,14,11.1,88,89,yes,0.2,40,20.9,Stormy
16,1015,16.3,15.3,14.1,13.6,87,80,yes,4.8,30,7.3,Stormy
17,1014.3,17.4,16.5,15.6,16,90,81,yes,,,11.1,Stormy
18,1012,21.9,19.5,17.2,19,88,81,yes,0.3,240,13,Stormy
19,1013,24.9,22.4,20.3,21.4,93,84,yes,1.4,190,8.5,Stormy
20,1014.7,23.1,19,17.6,17.4,90,83,yes,3.1,180,,Stormy
21,1014.8,18.2,17.1,16.4,,86,87,yes,1.3,200,24.2,Stormy
22,1013.4,17.3,16.6,15.9,16,85,83,yes,3.6,230,20.2,Stormy
23,1012.8,20.6,18.4,17.1,18,84,78,yes,4.6,50,12.5,Stormy
24,1020.2,17.7,15.3,12.7,14.9,76,68,yes,6,90,30.5,Rainy
25,1023.9,15.7,13.7,11.6,9.2,80,,yes,0.3,60,27,Rainy
26,1023.6,20.2,15.8,12.6,,92,90,yes,0.5,50,23.7,Stormy
27,1024.1,22.4,17.3,14.6,8.4,89,82,yes,2,50,11.1,Stormy
28,1024.1,19.9,,15.2,10,86,84,yes,3.1,220,11.8,Stormy
29,1021.4,19.4,17.7,15.7,9.6,87,82,yes,2.7,40,9.2,Stormy
30,1018.3,22.2,20,18.4,16.3,84,85,no,2,180,,Stormy
31,1015.3,25.5,21.5,19.1,18.9,83,84,no,2.9,190,15.5,Stormy
,1014.5,25.3,21.9,19.9,19.5,81,69,no,,170,12.1,Stormy
2,1015.6,23.8,21.3,19.8,19.6,,80,no,3.8,150,9.5,Rainy
3,1014.6,26.5,23,21,20.7,81,69,no,3.9,170,16.3,Stormy
4,1012.5,28.1,23.6,20.7,21.4,87,84,yes,0.3,,,Stormy
5,1013.3,24.4,22.3,,,75,62,no,8.8,80,26,Rainy
6,1013.3,26.5,23.1,21.5,21.6,80,78,yes,5,70,28.6,Rainy
7,1013.2,26.9,23.9,22.4,22.3,82,88,yes,,50,24.9,Stormy
8,1013.3,27.9,25.3,23.2,22.9,89,86,,2.8,70,28.3,Stormy
9,,27.5,25.7,24.4,23.2,85,75,yes,7.7,50,15.7,Stormy
10,1009.2,,,21.3,21.9,73,69,yes,7.2,10,21.9,Rainy
11,1010.1,22.8,21.5,20.1,19.9,80,86,yes,0.3,80,39.5,Rainy
,1009.1,21.3,20.3,19.9,,76,79,no,4.8,70,30.3,Rainy
13,1005.5,25.1,21.8,20.9,21.6,84,85,yes,3.5,70,26.4,Stormy
14,1008.5,25.2,23.1,21.6,22.8,94,88,yes,0.1,40,22.3,Stormy
15,1011.4,,21.1,20.6,20.6,88,77,yes,1.9,230,25.9,Stormy
16,1010.5,28.1,24.7,20.6,22.7,77,63,no,5.6,20,11.3,Rainy
,1010.9,27.5,25.9,24.1,24.2,81,65,yes,6.4,20,7.9,Stormy
18,1014.4,26.7,23.1,20.1,20.8,82,61,yes,7.6,180,7.4,Stormy
19,1017.4,21.8,20.5,20.1,18.1,82,62,yes,8.8,100,16.2,Stormy
20,1014.6,22.9,21.6,20.2,19.5,85,84,yes,1.8,70,34.8,Stormy
21,1012.5,28.4,24.6,22,22.3,89,88,yes,1.2,130,32.5,Stormy
,1010.7,26.1,23.7,21,22,89,89,yes,1.2,200,24,Stormy
23,1008.2,27.7,24.9,22.6,22.8,84,77,yes,3.6,210,19,Stormy
24,1008.7,26.1,24.4,23.2,23.2,80,73,yes,9.8,220,22.8,Rainy
25,1009.8,28.4,26,23.9,24.3,79,72,no,7,220,25.2,Rainy
26,1009.5,28.5,27.2,26,24.5,80,73,no,7.2,230,31.7,Rainy
27,1008.2,29.1,26.8,25.4,24,79,58,no,10,230,27.4,Rainy
28,1010.4,28.2,26,24.7,23,80,77,yes,5.2,220,28.8,Rainy
29,1013.9,26.3,24.1,22.9,19.6,83,75,yes,5.5,220,20.8,Stormy
30,1012.2,23.4,22.5,20.8,18.7,86,87,yes,0.7,20,9.8,Stormy
1,1011.5,23.4,22.2,20.4,,91,80,yes,2.2,20,11.2,Stormy
2,1011,29.8,25.6,22.8,23.6,86,75,yes,5.7,20,9.5,Stormy
3,1011.4,30.8,26.5,22.8,23.9,,85,yes,3.1,190,12.6,Rainy
4,1011.4,28.2,25.8,23.2,23.4,86,79,yes,6.5,,,Stormy
5,1010.5,30.9,28.1,26.2,25.1,89,80,yes,4.5,220,14.6,Stormy
6,1009.9,30.5,28.4,27.2,25.3,93,85,yes,0,,20,Stormy
7,1010.6,31,28.7,27.1,25.1,93,96,yes,0,220,29.8,Stormy
8,1011.4,31.2,28.7,27.3,25.2,84,,yes,1.3,220,24.3,Stormy
9,1010.1,30.6,28.7,,25,81,88,yes,2.4,220,30,Stormy
,1008.1,28.4,26.6,23.7,24.3,79,86,yes,,210,29.3,Rainy
11,1008.6,28.8,25.5,23.4,20.6,82,88,yes,1.6,230,23.2,Stormy
12,1009.8,27.6,25.1,23.7,21.4,82,85,yes,7.2,220,12.8,Stormy
13,1012.4,27.8,25.5,24.4,22.2,,81,yes,2.3,,19.8,Rainy
14,1014.2,27.7,25.4,24,,80,41,,12,130,12.4,Rainy
15,1012.1,,26.6,24.4,23.7,78,59,yes,9.1,170,,Rainy
16,1011.2,27.1,,22.5,19.4,75,51,no,10,200,12.6,Rainy
17,1012.3,24.6,23.7,23.2,20.1,75,32,no,9.3,220,10.9,Rainy
,1012,26.3,24.5,23.4,19.9,72,,no,11.4,210,9.6,Rainy
19,1009.9,28.1,25.5,24,22.5,72,38,no,11.2,180,9,Rainy
20,1006.9,26.2,25.2,24.3,24.2,74,39,no,10.6,150,9.1,Rainy
21,1005.9,28.3,26.5,24.7,24.3,75,57,yes,9.9,160,11.9,Rainy
22,,30.8,27.2,25.3,22.7,78,61,yes,8.6,60,15.7,Rainy
23,1008.4,28.9,26.8,24.8,23.2,85,83,,4.2,220,26.1,Stormy
24,1007.9,30.7,27.5,25.4,24.1,87,79,yes,3.9,160,23.4,Stormy
25,1007.8,30.9,28,26.2,24.7,80,83,yes,6.3,190,24.4,Rainy
26,1007.6,29.5,27.6,26.7,24.8,79,78,yes,5.3,190,21.9,Rainy
27,1006.4,29.1,27.5,26,25.5,82,86,yes,2.7,200,21.9,Stormy
28,1007.6,30.3,27.7,24.5,25.6,82,84,yes,1.8,190,25.1,Stormy
,1007.9,31,29.1,27.2,26.1,78,83,yes,6.8,180,33,Rainy
30,1008.8,32.1,29.8,28,26,87,,yes,5.4,130,22.5,Stormy
31,,31.8,29.9,28.7,,93,88,yes,0.5,130,24.8,Stormy
1,1007.8,32.8,30.1,28.6,26.2,77,,yes,10.5,270,11.3,Rainy
2,1006,33,30.3,28.7,26.3,75,,no,10.4,280,23.5,Rainy
3,1006.5,32.4,30.3,29,26.5,75,,yes,10,280,25,Rainy
4,1007.9,33.8,28.7,24.7,25.4,81,88,yes,2.5,240,18.8,Stormy
5,1008.8,30.4,,25,24.3,85,89,yes,2.4,240,19.8,Stormy
6,1008.8,29.1,26.2,24.8,24.7,84,88,yes,0,230,16.3,Stormy
7,1008.1,30.7,28.1,26.3,25.4,87,82,yes,2.2,160,12.6,Stormy
8,1006.3,,,24.1,25.1,86,83,yes,0.2,230,14.3,Stormy
9,1005.7,31.7,28.2,26.6,25.7,81,78,yes,6.2,230,22.4,Stormy
,1005.7,31.1,27.9,26.6,25.8,79,69,yes,8.5,240,25.1,Rainy
11,1005.9,27.8,26.6,25.4,25.4,78,69,no,9.2,230,23.7,Rainy
12,1005.7,29.2,27.1,25.4,25.8,74,72,yes,10.1,230,23.7,Rainy
13,1005,31.5,29.7,28.5,26.7,79,78,yes,4.1,220,25.1,Rainy
14,1004.2,31.7,30.2,29.2,26.6,82,,yes,6.4,220,22.6,Stormy
15,1005.3,32,30.3,29.3,26.3,76,49,yes,8.8,220,12.3,Rainy
16,1006.7,31.4,29.4,28.2,25.9,76,29,no,11.4,240,14.5,Rainy
17,1008.2,32.1,29.4,26.7,25.9,77,32,no,11.9,250,21.6,Rainy
18,1010.5,30.8,29.3,27.7,26,72,21,no,12.1,240,16,Rainy
19,1010.3,34.2,30.1,27.8,26.1,74,28,no,11,130,,Rainy
,1008.5,34.4,,28.6,26.3,84,57,,7.4,60,17.5,Stormy
21,1009.3,33.7,30.6,28.7,25.6,76,44,yes,10.1,200,9.5,Rainy
22,1009.5,33.7,30.5,28.5,25.3,74,29,no,11.8,240,12.8,Rainy
23,1008.4,34.1,30.4,28.4,24.7,74,32,no,11.8,260,21.9,Rainy
24,1008.1,35.2,31,28.8,25,74,49,yes,6.3,270,16.1,Rainy
25,1008.9,35.5,31.4,28.9,26.1,74,47,yes,10.4,50,14.1,Rainy
26,1009.1,35.1,31.3,29.4,26.3,78,69,no,10.7,20,,Rainy
,1007.5,35.1,31.1,28.6,26.7,78,,no,11.4,100,9.8,Rainy
28,1007.5,32.3,29.1,26.3,26.3,75,38,no,10.3,20,5.5,Rainy
29,1010,33.3,29,27.5,26.7,74,29,no,5.7,10,4.4,Rainy
30,1010.3,33.1,30,27.8,26,74,27,no,10.8,220,,Rainy
1,1008.9,33,30.1,27.7,26,72,29,no,10.6,220,6.1,Rainy
2,1009.1,32,29.4,26.9,26,72,40,no,10,290,10.9,Rainy
3,1008.7,31.5,29.4,27.3,25.8,62,55,no,10.8,290,17.2,Rainy
4,1006.6,33,30.1,28,25.9,,80,yes,10,220,26.4,Rainy
5,1007.5,32.6,29,25.8,,85,88,yes,0.6,230,20.2,Stormy
6,1008.4,,,24.7,26,81,77,yes,6.5,220,,Stormy
7,1005.9,34,30.2,27.9,25.6,79,78,yes,9.1,220,,Rainy
,1001,,31,28.1,25.9,87,84,yes,0.1,230,22.9,Stormy
9,999,35.6,31.5,26.4,26.4,90,88,yes,0.2,210,12.9,Stormy
10,1000.3,,28.6,26.2,25,89,88,yes,0.3,220,14.2,Stormy
11,1002.2,31.1,28.9,26.1,26.1,86,88,yes,0.2,230,18,Stormy
12,1003.8,29,28.1,27,25.1,83,81,yes,8.4,230,20.5,Stormy
13,1005,31.7,28.6,25.6,26.1,,67,yes,,220,,Rainy
14,1006.8,30.3,28.9,26.4,26.2,77,59,no,10.4,230,16.6,Rainy
15,1007,33,30.2,28.6,26.4,84,67,yes,,270,6.9,Stormy
16,1008.1,33.2,,29,26.4,,70,no,7.7,350,13.6,Rainy
17,1008.5,33.2,30.6,29,26.2,71,48,yes,6.1,10,12,Rainy
18,1007.5,32.4,30.4,28.7,25.3,69,30,yes,,220,11.7,Rainy
19,1007.9,,29.9,26.7,25.8,70,48,no,7.8,10,11,Rainy
20,1009.8,31.9,29.2,25.6,25.6,65,22,no,9.1,10,10.7,Rainy
21,1010.9,33.3,30,27.5,25.3,81,78,yes,1.1,40,16.4,Stormy
22,1010.3,32.9,30,28.1,25.2,79,75,no,6.7,200,12,Rainy
23,1008.9,32.8,30,28,25.4,79,84,yes,4.5,210,8.9,Rainy
24,1008.4,34,30.4,,24.6,84,87,,3.1,230,11,Stormy
25,1008.6,35,30.8,28.3,25.5,92,88,yes,0,220,5.9,Stormy
26,1008.3,32,29.4,27,26.4,87,88,yes,0.9,40,5.7,Stormy
27,1009.3,33.4,30.2,28,25.3,89,87,yes,0.4,50,8.6,Stormy
28,1009.7,32.9,30.1,28.1,24.8,94,88,yes,0,110,16.5,Stormy
29,1008.5,33.7,30.3,27.6,24.9,90,87,yes,0.7,60,18.2,Stormy
30,1006.6,33.5,29.9,28.7,24.7,82,60,no,8.7,80,9.8,Stormy
31,1005.1,,30.1,27,24.9,78,38,no,11,220,11.7,Rainy
1,1011.2,32.2,28.9,26.9,24.6,79,43,no,9.7,240,24.9,Rainy
2,1011.6,32.3,,26.8,24.5,87,82,yes,0.5,250,21.3,Stormy
3,1010.6,33.3,29.5,,24.5,75,60,no,8.3,60,29,Rainy
4,,33.3,29.4,26.8,24.1,74,44,yes,10.1,70,26.2,Rainy
5,1006.1,33.3,29.6,27.6,,75,47,no,7.9,60,24.5,Rainy
6,1005.3,33.1,30.1,27.8,24.2,77,46,yes,8.4,100,21.4,Rainy
,1003.4,33.3,30.7,28.2,24.9,76,66,yes,6.7,90,22.6,Rainy
8,998.5,36.3,32.4,30,24,68,49,no,9.2,50,39.9,Rainy
9,998.5,34.7,31,26.9,24.8,71,46,no,9.3,60,,Rainy
10,1004.5,30.6,28.1,25.1,25.2,,60,no,9,70,39.5,Rainy
11,1007.3,32.8,29.2,26.3,25.4,81,86,yes,2.1,70,32.2,Stormy
12,,33.7,30,27.8,25.8,79,72,yes,7.1,70,27.4,Rainy
13,1007.9,29.6,28,26.4,25.6,77,47,yes,8.6,70,14.5,Rainy
14,1007.4,28.8,,25.6,25.1,79,67,no,3.8,180,8.1,Rainy
15,1008.5,28.6,27,24.9,25,78,74,yes,7.7,200,,Rainy
16,1008.5,31.2,29.2,26.9,26.5,81,88,yes,0.4,190,11.9,Stormy
29,1016.8,18.9,17.7,16.9,16.8,86,67,yes,8.8,110,14.8,Stormy
,1015.5,,19.3,,16.8,81,40,yes,6.8,110,10.2,Stormy
31,1016.4,23,19.9,,15.5,77,,no,,230,17.3,Rainy
1,1016.2,20.7,20,19.4,17.1,78,38,no,11,230,20.5,Rainy
2,1016.4,21,20.4,19.7,17.8,87,71,yes,4.7,90,14,Stormy
3,1016.6,21.3,20.4,19.1,17.3,85,,,2.5,90,15.1,Stormy
4,1019,20.4,18.4,16,12.6,61,30,no,11.1,10,16.4,Rainy
5,1022.5,17.2,15.2,13.4,4.3,56,53,no,10.4,230,15.5,Rainy
6,1025.9,,13.2,11.5,-0.4,75,78,yes,8.5,140,12.7,Rainy
7,1026.4,16.5,13.9,11.3,3.1,81,84,yes,2.9,30,7.9,Stormy
8,1025.4,18.2,16.2,13.8,8.7,76,82,yes,4.2,10,30.6,Rainy
9,1022.5,18.6,17.6,17,12.9,83,88,yes,1.6,60,52.8,Stormy
10,1021.3,21.1,19.4,17.1,16.2,92,95,yes,0,120,50.7,Stormy
11,1020.3,20.6,19.9,18.7,17.6,93,88,yes,0.9,100,37,Stormy
12,1017.8,22.3,21.1,19.8,19.6,97,86,yes,0.4,100,30.4,Stormy
,1016.8,24.7,22.3,21.1,,92,85,yes,0.7,140,12.5,Stormy
14,1020.4,21.4,18.2,,,76,54,no,10.6,300,13,Rainy
15,1020.6,19.7,17.9,16.9,13.3,70,45,,7.1,20,20.4,Rainy
16,1022.7,18.8,17.7,16.9,15,,85,yes,0.6,20,30.2,Rainy
17,1026.6,18.6,17.3,16.3,12.8,78,88,yes,0,20,38.3,Rainy
18,,18.9,17.7,16.4,13.3,67,88,yes,0,50,28.2,Rainy
19,1025.3,19.2,17.3,15.2,13.3,70,68,yes,10.5,70,32.4,Rainy
20,1026.4,20.5,17.8,15.5,13,75,51,no,7.4,70,23.9,Rainy
21,,30.6,25.9,25.5,25.3,76,19,no,9.1,90,14.1,Rainy
22,1006.1,30.7,25.4,25.5,24.7,73,20,no,10.5,30,9.9,Rainy
23,1005.3,29.6,,25.3,25.3,69,17,no,10.5,70,12.4,Rainy
24,1003.4,26.6,26.7,24.4,26.3,70,43,no,9.7,60,8.9,Rainy
25,998.5,26.2,26.4,20.5,25,59,79,no,4.4,20,17.3,Rainy
26,998.5,30.1,26.7,19.7,20.6,58,78,no,7.5,10,17.2,Rainy
27,1004.5,29.2,25.6,22.3,20,65,64,yes,6.4,10,13.2,Rainy
28,1007.3,28.4,22.9,23.1,24.8,70,48,no,7.8,120,9.2,Rainy
29,,29.6,22.6,24.5,25.3,73,50,no,8.3,80,9.9,Rainy
30,1007.9,27.2,23.7,24.7,23.1,76,61,yes,8.2,80,19.7,Rainy
1,1007.4,24.5,24.7,25.2,23.7,77,77,yes,3,80,37.5,Rainy
2,1008.5,,,25.5,25.2,83,81,yes,0.8,80,28.9,Stormy
3,1008.5,25.8,25.5,24.8,25.4,77,48,no,9.5,60,10.3,Rainy
4,1008.2,26.6,26.2,24,25.4,82,46,yes,9.5,110,15.8,Stormy
5,1008,28.2,26.5,22.6,25,81,61,yes,7,90,24.2,Stormy
6,1007.7,26.3,26.7,23.6,23.1,81,53,no,8.4,100,16.5,Stormy
7,1006.3,28.4,24.9,21,20.9,79,66,yes,5.3,80,40.8,Rainy
8,1002.2,28.7,23.8,22.3,19.9,73,61,no,4.3,20,29.6,Rainy
9,1000.1,30.3,23.9,23.5,16.6,67,72,,7.5,20,22.5,Rainy
10,1000,25.9,23.3,23.6,,74,82,yes,2.4,70,32.9,Rainy
11,1002.4,25.4,24.3,24.4,19.1,77,83,,3,80,29.8,Rainy
12,1005.5,24.2,24.2,24.1,20.1,80,82,yes,6.5,70,28.3,Rainy
13,1008.1,25.3,24.8,24.5,20.7,83,81,yes,0.5,80,30.2,Stormy
14,1008.1,26.9,25.5,24.4,20.4,85,87,yes,3.4,80,24.8,Stormy
15,1006.5,24.8,26.1,23.9,19.5,84,70,yes,5.9,70,18,Stormy
16,1006.2,25.9,25.9,24,19.3,82,58,yes,7.7,,12.8,Stormy
17,,27.2,24.8,23.7,16.7,81,88,yes,1.1,80,46.3,Stormy
18,1007.4,29.1,24.8,23.3,,82,85,yes,2.6,80,,Stormy
19,1007.8,28.5,,18.2,,84,88,yes,0,80,41.4,Stormy
20,1010.9,25.9,25.4,,20.9,92,86,yes,0.3,80,29.7,Stormy
21,1013,26,24.5,15.3,21.6,83,74,yes,5.5,30,13.8,Stormy
22,1013.1,27.6,22.6,19.2,22.1,89,84,yes,0.1,,35.8,Stormy
23,1011.1,28.4,18.2,20.3,21.7,93,74,yes,2.3,80,25.5,Stormy
24,1008.1,26.6,18.4,20.4,22.3,90,51,no,7,80,17.2,Stormy
25,1007.2,25.3,20.8,22,22.1,84,20,no,8.2,80,7.9,Stormy
26,1009.4,21.2,22.1,22.2,23.3,84,58,yes,5.9,70,22.1,Stormy
27,1012,20.4,22.4,19.6,22.9,82,73,yes,1.1,80,30.6,Stormy
